STABR,FSCSKEY,FSCS_SEQ,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,CNTY,PHONE,C_OUT_TY,C_MSA,SQ_FEET,F_SQ_FT,L_NUM_BM,F_BKMOB,YR_SUB,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,FIPSST,FIPSCO,FIPSPLAC,CNTYPOP,LOCALE,CENTRACT,CENBLOCK,CDCODE,MAT_CENT
GA,GA0029,003,GA0029,CENTERVILLE PUBLIC LIBRARY,310 E CHURCH STREET,CENTERVILLE,31028,1209,HOUSTON,4789534500,BR,NC,4200,R_09,0,R_09,2010,00,00,00,-83.682818,32.62365,13,153,14920,135715,23,201.0099945,3011,08,0
GA,GA0029,004,GA0029,NOLA BRANTLEY MEMORIAL LIBRARY,721 WATSON BLVD.,WARNER ROBINS,31093,3413,HOUSTON,4789230128,BR,NC,21000,R_09,0,R_09,2010,00,00,00,-83.607258,32.61909,13,153,80508,135715,13,204,4021,08,0
GA,GA0030,002,GA0030,LOUISVILLE PUBLIC LIBRARY,306 E. BROAD ST.,LOUISVILLE,30434,1624,JEFFERSON,4786253751,CE,NO,8200,R_09,0,R_09,2010,00,00,00,-82.407447,32.99812,13,163,47560,16478,32,9603,4025,12,0
GA,GA0030,003,GA0030,MCCOLLUM PUBLIC LIBRARY,405 N. MAIN ST.,WRENS,30833,1142,JEFFERSON,7065473484,BR,NO,5220,R_09,0,R_09,2010,00,00,00,-82.385025,33.21314,13,163,84456,16478,42,9601,3004,12,0
GA,GA0030,004,GA0030,WADLEY PUBLIC LIBRARY,11 W. COLLEGE AVE.,WADLEY,30477,0356,JEFFERSON,4782521366,BR,NO,2750,R_09,0,R_09,2010,00,00,00,-82.404903,32.86837,13,163,79864,16478,42,9604,2047,12,0
GA,GA0031,002,6872CENTRAL,LAURENS COUNTY LIBRARY,801 BELLEVUE AVENUE,DUBLIN,31021,0100,LAURENS,4782725710,CE,NO,32000,R_09,0,R_09,2010,00,00,00,-82.915021,32.5375,13,175,24376,48295,33,9505,1003,08,0
GA,GA0031,004,6872JOHNSON,HARLIE FULFORD MEMORIAL LIBRARY,301 WEST ELM STREET,WRIGHTSVILLE,31096,1219,JOHNSON,4788643940,BR,NO,3282,R_09,0,R_09,2010,00,00,00,-82.725104,32.72946,13,167,84512,9300,43,9802,3073,12,0
GA,GA0031,007,6872TREUTLEN,TREUTLEN COUNTY LIBRARY,SECOND STREET,SOPERTON,30457,1929,TREUTLEN,9125296683,BR,NO,4987,R_09,0,R_09,2010,00,00,00,-82.593596,32.37623,13,283,71772,7058,33,9602,4028,12,4
GA,GA0031,009,GA0031,ROSA M. TARBUTTON MEMORIAL LIBRARY,314 S. HARRIS STREET,SANDERSVILLE,31082,2673,WASHINGTON,4785527466,BR,NO,13844,R_09,0,R_09,2010,00,00,00,-82.810363,32.97752,13,303,68208,20879,33,9503,3000,12,0
GA,GA0031,010,GA0031,GLASCOCK COUNTY LIBRARY,738 RAILROAD STREET,GIBSON,30810,4063,GLASCOCK,7065989837,BR,NO,1344,R_09,0,R_09,2010,00,00,00,-82.587221,33.22755,13,125,32748,2801,43,9901,2040,12,0
GA,GA0032,002,6922MILLER,MILLER LAKELAND LIBRARY,124 SOUTH VALDOSTA ROAD,LAKELAND,31635,1139,LANIER,2294822904,BR,NO,4850,R_09,0,R_09,2010,00,00,00,-83.07522,31.04086,13,173,44592,8423,42,9502,3002,01,0
GA,GA0032,003,6922BOOKMOBILE,SOUTH GEORGIA REGIONAL LIBRARY BOOKVAN,300 WOODROW WILSON DRIVE,VALDOSTA,31602,2532,LOWNDES,2293330086,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-83.285592,30.859618,13,185,78800,106814,13,104.0100021,3008,01,0
GA,GA0032,004,6922SLATER,SALTER HAHIRA LIBRARY,220 EAST MAIN STREET,HAHIRA,31632,1155,LOWNDES,2297943063,BR,NO,4500,R_09,0,R_09,2010,00,00,00,-83.36971,30.9915,13,185,36052,106814,42,102.0199966,2010,01,0
GA,GA0032,005,6922JOHNSON,JOHNSTON LAKES LIBRARY,720 LAKES BLVD,LAKE PARK,31636,5024,LOWNDES,2295598016,BR,NO,5930,R_09,0,R_09,2010,00,00,00,-83.209819,30.68408,13,185,44704,106814,42,116,2061,01,0
GA,GA0032,006,6922ECHOLS,ALLEN STATENVILLE LIBRARY,US HIGHWAY 129 AND JACKSON STREET,STATENVILLE,31648,2213,ECHOLS,2295598182,BR,NO,2251,R_09,0,R_09,2010,00,00,00,-83.023836,30.71248,13,101,00000,4213,42,9801,1071,01,2
GA,GA0032,008,6922CENTRAL,VALDOSTA LOWNDES COUNTY,300 WOODROW WILSON DRIVE,VALDOSTA,31602,2532,LOWNDES,2293330086,CE,NO,32000,R_09,0,R_09,2010,00,00,00,-83.285592,30.85961,13,185,78800,106814,13,104.0100021,3008,01,0
GA,GA0032,009,6922,MCMULLEN SOUTHSIDE LIBRARY,527 GRIFFIN AVENUE,VALDOSTA,31601,6343,LOWNDES,2292538313,BR,NO,5188,R_09,0,R_09,2010,00,00,00,-83.265462,30.81878,13,185,78800,106814,13,108,5041,01,0
GA,GA0033,002,6992CENTRAL,MANCHESTER PUBLIC LIBRARY,218 W. PERRY STREET,MANCHESTER,31816,1317,MERIWETHER,7068462186,CE,NO,22000,R_09,0,R_09,2010,00,00,00,-84.610937,32.85998,13,199,49532,22783,32,9705,4017,03,0
GA,GA0033,003,6992GREENVILLE,GREENVILLE AREA PUBLIC LIBRARY,2323 GILBERT STREET,GREENVILLE,30222,9998,MERIWETHER,7066724004,BR,NO,3500,R_09,0,R_09,2010,00,00,00,-84.856696,33.03857,13,199,00000,22783,42,9703,3010,03,4
GA,GA0033,004,6992TALBOTTON,TALBOT COUNTY LIBRARY,75 N. JEFFERSON STREET,TALBOTTON,31827,2403,TALBOT,7066653134,BR,NO,4400,R_09,0,R_09,2010,00,00,00,-84.547524,32.6777,13,263,75244,6355,42,9602,2029,02,2
GA,GA0033,005,6992BUTLER,BUTLER PUBLIC LIBRARY,21O WEST MAIN STREET,BUTLER,31006,5226,TAYLOR,4788625428,BR,NO,3500,R_09,0,R_09,2010,00,00,00,-84.224831,32.5565,13,269,12120,8587,43,9503,1027,02,2
GA,GA0033,006,6992REYNOLDS,REYNOLDS COMMUNITY LIBRARY,208 N. WINSTON STREET,REYNOLDS,31067,3416,TAYLOR,4788473468,BR,NO,2800,R_09,0,R_09,2010,00,00,07,-84.096194,32.557163,13,269,64876,8587,42,9502,2054,02,0
GA,GA0033,007,6992HIGHTOWER,HIGHTOWER MEMORIAL LIBRARY,800 WEST GORDON STREET,THOMASTON,30286,3417,UPSON,7066478649,BR,NO,6350,R_09,0,R_09,2010,00,00,00,-84.339783,32.88788,13,293,76168,27551,41,9904,2035,03,0
GA,GA0033,010,GA0033,YATESVILLE PUBLIC LIBRARY,77 CHILDS AVENUE,YATESVILLE,31097,3661,UPSON,7064723048,BR,NO,2800,R_09,0,R_09,2010,00,00,00,-84.14392,32.91247,13,293,84708,27551,42,9901,2011,03,0
GA,GA0033,011,GA0033-011,EXTENSION SERVICES,218 W. PERRY STREET,MANCHESTER,31816,1317,MERIWETHER,7068462186,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-84.610937,32.859984,13,199,49532,22783,32,9705,4017,03,0
GA,GA0034,002,7012MITCHELL,DESOTO TRAIL REGIONAL LIBRARY SYSTEM HQ,145 EAST BROAD STREET,CAMILLA,31730,7214,MITCHELL,2293368372,CE,NO,10300,R_09,0,R_09,2010,00,00,00,-84.204211,31.23118,13,205,12624,23800,32,9803,1050,02,0
GA,GA0034,004,GA0034,LUCY HILTON MADDOX MEMORIAL LIBRARY,11880 COLUMBIA STREET,BLAKELY,39823,1710,EARLY,2297233079,BR,NO,9000,R_09,0,R_09,2010,00,00,00,-84.929458,31.38517,13,099,08536,11568,32,9902,4009,02,4
GA,GA0034,005,GA0034,PELHAM CARNEGIE LIBRARY,133 HAND AVENUE,PELHAM,31779,1278,MITCHELL,2292946030,BR,NO,4500,R_09,0,R_09,2010,00,00,00,-84.152998,31.12755,13,205,59976,23800,32,9805,4006,02,0
GA,GA0034,010,GA0034,JAKIN PUBLIC LIBRARY,S. PEARL STREET,JAKIN,39861,M,EARLY,2297932825,BR,NO,720,R_09,0,R_09,2010,00,00,00,-84.98238,31.15627,13,099,00000,11568,42,9905,2001,02,X
GA,GA0034,011,GA0034,BAKER COUNTY LIBRARY,100 MAIN STREET,NEWTON,39870,6100,BAKER,2297343025,BR,NO,1200,R_09,0,R_09,2010,00,00,00,-84.339434,31.3369,13,007,00000,3637,42,9601,1088,02,X
GA,GA0034,014,GA0034-012,SALE CITY LIBRARY,154 SOUTH BARNES STREET,SALE CITY,31784,3556,MITCHELL,2293364510,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-84.021486,31.26072,13,205,68096,23800,42,9802,2012,02,0
GA,GA0035,002,7042CENTRAL,MORGAN COUNTY LIBRARY,1131 EAST AVENUE,MADISON,30650,1470,MORGAN,7063421206,CE,NO,12000,R_09,0,R_09,2010,00,00,00,-83.450691,33.59435,13,211,49196,18761,41,9803,1041,10,0
GA,GA0035,003,7042HANCOCK,HANCOCK COUNTY LIBRARY,8984 EAST BROAD STREET,SPARTA,31087,1305,HANCOCK,7064445389,BR,NO,8000,R_09,0,R_09,2010,00,00,07,-82.973128,33.275877,13,141,72584,9219,33,9802,3022,12,0
GA,GA0035,004,7042JASPER,JASPER COUNTY LIBRARY,319 EAST GREEN STREET,MONTICELLO,31064,1011,JASPER,7064686292,BR,NO,10417,R_09,0,R_09,2010,00,00,00,-83.681574,33.30385,13,159,52416,13953,42,9903,1046,08,0
GA,GA0035,005,7042PUTNAM,EATONTON - PUTNAM COUNTY LIBRARY,309 NORTH MADISON AVENUE,EATONTON,31024,1317,PUTNAM,7064856768,BR,NO,9192,R_09,0,R_09,2010,00,00,00,-83.392296,33.3305,13,237,26084,20495,32,9602,3015,10,0
GA,GA0035,006,7042O`KELLY MEMORIAL,O'KELLY MEMORIAL LIBRARY,363 CONYERS ROAD,LOGANVILLE,30052,2613,WALTON,7704662895,BR,NC,7162,R_09,0,R_09,2010,00,00,00,-83.904162,33.83692,13,297,47196,87311,21,1105.02002,2017,07,0
GA,GA0035,007,7042MONROE-WALTON,MONROE-WALTON COUNTY LIBRARY,217 WEST SPRING STREET,MONROE,30655,1913,WALTON,7702674630,BR,NC,12000,R_09,0,R_09,2010,00,00,00,-83.71709,33.7941,13,297,52192,87311,31,1107,2034,07,0
GA,GA0035,008,7042STANTON,W. H. STANTON MEMORIAL LIBRARY,407 W. HIGHTOWER TRAIL,SOCIAL CIRCLE,30025,0566,WALTON,7704642444,BR,NC,6100,R_09,0,R_09,2010,00,00,00,-83.726143,33.6619,13,297,71660,87311,42,1108,1060,07,0
GA,GA0035,009,7572GREENE,GREENE COUNTY LIBRARY,610 SOUTH MAIN STREET,GREENSBORO,30642,1208,GREENE,7064537276,BR,NO,8680,R_09,0,R_09,2010,00,00,00,-83.183197,33.57007,13,133,34876,15743,32,9503,4064,10,0
GA,GA0036,002,GA0036,COLUMBUS PUBLIC LIBRARY,3000 MACON ROAD,COLUMBUS,31906,2201,MUSCOGEE,7062432669,CE,CC,100000,R_09,0,R_09,2010,00,00,00,-84.947893,32.47724,13,215,19007,190414,12,20,2002,02,0
GA,GA0036,005,GA0036,MILDRED L. TERRY BRANCH LIBRARY,640 VETERANS PARKWAY,COLUMBUS,31901,2931,MUSCOGEE,7067482851,BR,CC,4223,R_09,0,R_09,2010,00,00,00,-84.987579,32.45787,13,215,19007,190414,12,25,2018,02,0
GA,GA0036,007,GA0036,CHATTAHOOCHEE COUNTY PUBLIC LIBRARY,262 BROAD STREET,CUSSETA,31805,M,CHATTAHOOCHEE,7069893700,BR,NO,4100,R_09,0,R_09,2010,00,00,00,-84.771051,32.30079,13,053,21016,14402,42,201,1117,02,0
GA,GA0036,008,GA0036,MARION COUNTY PUBLIC LIBRARY,123 EAST 5TH AVE.,BUENNA VISTA,31803,0391,MARION,2296496385,BR,NO,4311,R_09,0,R_09,2010,00,00,00,-84.522819,32.31859,13,197,11728,6995,42,9802,1014,02,0
GA,GA0036,009,GA0036,PARKS MEMORIAL LIBRARY,112 WALL STREET,RICHALND,31825,0112,STEWART,2298872103,BR,NO,4000,R_09,0,R_09,2010,00,00,00,-84.667839,32.08083,13,259,65016,4558,42,9501,2014,02,0
GA,GA0036,010,GA0036,LUMPKIN PUBLIC LIBRARY,"117 MAIN STREET, COURTHOUSE SQUARE",LUMPKIN,31815,9711,STEWART,2298386472,BR,NO,3320,R_09,0,R_09,2010,00,00,00,-84.798184,32.05007,13,259,47980,4558,42,9503,1015,02,0
GA,GA0036,011,GA0036,QUITMAN COUNTY LIBRARY,39 OLD SCHOOL ROAD,GEORGETOWN,39854,0278,QUITMAN,2293348972,BR,NO,1135,R_09,0,R_09,2010,00,00,00,-85.082992,31.88787,13,239,32524,2659,33,9801,2000,02,X
GA,GA0036,015,GA0036,NORTH COLUMBUS BRANCH LIBRARY,5689 ARMOUR ROAD,COLUMBUS,31909,4513,MUSCOGEE,7067482855,BR,CC,19450,R_09,0,R_09,2010,00,00,00,-84.953501,32.52455,13,215,19007,190414,12,104.0199966,9007,03,0
GA,GA0036,016,GA0036,SOUTH COLUMBUS BRANCH LIBRARY,2034 S LUMPKIN ROAD,COLUMBUS,31903,2728,MUSCOGEE,7066838805,BR,CC,9400,R_09,0,R_09,2010,00,00,00,-84.955488,32.40309,13,215,19007,190414,41,109,9000,02,0
GA,GA0036,017,GA0036-017,CVRLS BOOKMOBILE I,3000 MACON ROAD,COLUMBUS,31906,2201,MUSCOGEE,-3,BS,CC,-3,U_09,1,R_09,2010,00,00,00,-84.947893,32.477241,13,215,19007,190414,12,20,2002,02,0
GA,GA0036,018,GA0036-018,CVRLS BOOKMOBILE II-STORY VAN,3000 MACON ROAD,COLUMBUS,31906,2201,MUSCOGEE,-3,BS,CC,-3,U_09,1,R_09,2010,02,00,00,-84.947893,32.477241,13,215,19007,190414,12,20,2002,02,0
GA,GA0037,003,GA0037,NEWTON COUNTY LIBRARY SYSTEM,7116 FLOYD STREET,COVINGTON,30014,1572,NEWTON,7707873231,CE,NC,32000,R_09,0,R_09,2010,00,00,00,-83.839951,33.59982,13,217,20064,99944,21,1003,1093,08,0
GA,GA0037,004,GA0037-004,NEWBORN LIBRARY SERVICE OUTLET,4224 HIGHWAY 142,NEWBORN,30056,0247,NEWTON,7707871126,BR,NC,1200,R_09,0,R_09,2010,02,00,00,-83.693032,33.514928,13,217,54656,99944,42,1002,4011,08,0
GA,GA0038,001,7112,THOMAS PUBLIC LIBRARY,315 MARTIN LUTHER KING JR. DRIVE,FORT VALLEY,31030,6992,PEACH,4788251640,CE,NO,17504,R_09,0,R_09,2010,00,00,00,-83.882567,32.54955,13,225,31096,27247,32,404,1019,02,0
GA,GA0038,002,7112BYRON,BYRON PUBLIC LIBRARY,105 CHURCH STREET,BYRON,31008,1120,PEACH,4789562200,BR,NO,6255,R_09,0,R_09,2010,00,00,00,-83.758443,32.64998,13,225,12260,27247,23,401,2023,02,0
GA,GA0039,002,GA0039,AUGUSTA PUBLIC LIBRARY,902 GREENE ST.,AUGUSTA,30901,2294,RICHMOND,7068212600,CE,CC,38500,R_09,0,R_09,2010,00,00,00,-81.968799,33.47402,13,245,04204,199768,12,4,1027,10,0
GA,GA0039,003,GA0039,BOOKMOBILE,902 GREENE STREET,AUGUSTA,30901,2294,RICHMOND,7068212600,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-81.968799,33.474024,13,245,04204,199768,12,4,1027,10,0
GA,GA0039,004,GA0039,AUDIOVISUAL/TBC,425 NINTH ST,AUGUSTA,30901,2241,RICHMOND,7068212625,BR,CC,7000,R_09,0,R_09,2010,00,00,00,-81.968728,33.47362,13,245,04204,199768,12,4,1027,10,0
GA,GA0039,005,GA0039,APPLEBY BRANCH,2260 WALTON WAY,AUGUSTA,30904,4302,RICHMOND,7067366244,BR,CC,4600,R_09,0,R_09,2010,00,00,00,-82.014958,33.4772,13,245,04204,199768,12,11,1002,10,0
GA,GA0039,006,GA0039,FRIEDMAN BRANCH,1447 JACKSON RD,AUGUSTA,30909,2768,RICHMOND,7067366758,BR,CC,10300,R_09,0,R_09,2010,00,00,00,-82.069202,33.47235,13,245,04204,199768,12,102.0299988,2003,10,0
GA,GA0039,007,GA0039,MAXWELL BRANCH,1927 LUMPKIN ROAD,AUGUSTA,30906,3524,RICHMOND,7067932020,BR,CC,7158,R_09,0,R_09,2010,00,00,00,-82.013076,33.41755,13,245,04204,199768,12,105.0999985,1012,12,0
GA,GA0039,008,GA0039,WALLACE BRANCH,1237 LANEY WALKER BLVD.,AUGUSTA,30901,2791,RICHMOND,7067226275,BR,CC,5147,R_09,0,R_09,2010,00,00,00,-81.979995,33.46591,13,245,04204,199768,12,7,3022,10,0
GA,GA0039,009,GA0039,BURKE COUNTY LIBRARY,130 HIGHWAY 24 SOUTH,WAYNESBORO,30830,4572,BURKE,7065543277,BR,NO,16073,R_09,0,R_09,2010,00,00,00,-82.037956,33.08506,13,033,00000,22797,41,9504,3019,12,0
GA,GA0039,010,GA0039,SARDIS BRANCH,750 CHARLES PERRY AVE.,SARDIS,30456,2007,BURKE,4785694866,BR,NO,2850,R_09,0,R_09,2010,00,00,00,-81.758817,32.97566,13,033,68740,22797,43,9507,1055,12,0
GA,GA0039,011,GA0039,LINCOLN COUNTY LIBRARY,181 N. PEACHTREE ST.,LINCOLNTON,30817,0310,LINCOLN,7063594014,BR,NO,7050,R_09,0,R_09,2010,00,00,00,-82.477544,33.7941,13,181,46552,7913,42,9701,3008,10,0
GA,GA0039,012,GA0039,WARREN COUNTY PUBLIC LIBRARY,10 WARREN STREET,WARRENTON,30828,1200,WARREN,7064652656,BR,NO,4615,R_09,0,R_09,2010,00,00,00,-82.662313,33.40754,13,301,80592,5755,42,9704,1045,12,0
GA,GA0039,013,GA0039,MIDVILLE BRANCH,149 TROUT STREET,MIDVILLE,30441,0428,BURKE,7065897825,BR,NO,1008,R_09,0,R_09,2010,00,00,00,-82.236395,32.818,13,033,51240,22797,43,9508,2072,12,0
GA,GA0039,014,GA0039,COLUMBIA COUNTY LIBRARY,7022 EVANS TOWN CENTER BLVD,EVANS,30809,4220,COLUMBIA,7068631946,BR,NC,51000,R_09,0,R_09,2010,00,00,00,-82.130889,33.54754,13,073,00000,112958,21,303.0299988,2015,10,4
GA,GA0039,015,GA0039,HARLEM BRANCH,375 N. LOUISVILLE STREET,HARLEM,30814,5356,COLUMBIA,7065569795,BR,NC,1900,R_09,0,R_09,2010,00,00,00,-82.311214,33.41866,13,073,36696,112958,42,305.0100098,3028,10,0
GA,GA0039,016,GA0039,EUCHEE CREEK BRANCH,5907 EUCHEE CREEK DR.,GROVETOWN,30813,4005,COLUMBIA,7065560594,BR,NC,10024,R_09,0,R_09,2010,00,00,00,-82.266006,33.47777,13,073,00000,112958,41,305.0100098,1013,10,0
GA,GA0039,018,GA0039,DIAMOND LAKES BRANCH,101 DIAMOND LAKES WAY,HEPHZIBAH,30815,5879,RICHMOND,7067722432,BR,NO,14000,R_09,0,R_09,2010,00,00,00,-82.079982,33.36061,13,245,04204,199768,12,107.0400009,1013,12,2
GA,GA0040,002,GA0040,NANCY GUINN LIBRARY,864 GREEN STREET,CONYERS,30012,5308,ROCKDALE,7703885040,CE,NC,39000,R_09,0,R_09,2010,00,00,00,-84.017959,33.66587,13,247,19336,84569,21,603.039978,5018,04,0
GA,GA0041,002,7242BOOKMOBILE,SCREVEN JENKINS REGIONAL LIBRARY BOOKMOBILE,106 SOUTH COMMUNITY DRIVE,SYLVANIA,30467,1999,SCREVEN,9125647526,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-81.642468,32.748575,13,251,75160,15054,33,9703,4034,12,0
GA,GA0041,003,7242JENKINS,JENKINS COUNTY MEMORIAL LIBRARY,223 DANIEL STREET,MILLEN,30442,1999,JENKINS,4789824244,BR,NO,6500,R_09,0,R_09,2010,00,00,00,-81.939476,32.80413,13,165,51520,8450,33,9601,5028,12,0
GA,GA0041,004,7242CENTRAL,SCREVEN COUNTY LIBRARY,106 SOUTH COMMUNITY DRIVE,SYLVANIA,30467,1999,SCREVEN,9125647526,CE,NO,13000,R_09,0,R_09,2010,00,00,00,-81.642468,32.74857,13,251,75160,15054,33,9703,4034,12,0
GA,GA0042,002,GA0042,GRIFFIN-SPALDING COUNTY LIBRARY,800 MEMORIAL DRIVE,GRIFFIN,30223,4443,SPALDING,7704124770,CE,NO,26726,R_09,0,R_09,2010,00,00,00,-84.255554,33.24689,13,255,35324,64708,21,1609,3070,03,0
GA,GA0042,004,GA0042,BARNESVILLE-LAMAR COUNTY LIBRARY,401 THOMASTON STREET,BARNESVILLE,30204,1613,LAMAR,7703583270,BR,NO,9000,R_09,0,R_09,2010,00,00,00,-84.156309,33.05262,13,171,05344,17550,32,9703,2020,03,0
GA,GA0042,008,GA0042,FAYETTE COUNTY PUBLIC LIBRARY,1821 HERITAGE PARKWAY,FAYETTEVILLE,30214,1902,FAYETTE,7704618841,BR,NC,28000,R_09,0,R_09,2010,00,00,00,-84.457453,33.44715,13,113,28968,106788,21,1404.040039,1034,03,0
GA,GA0042,010,GA0042,JACKSON-BUTTS COUNTY PUBLIC LIBRARY,436 EAST COLLEGE STREET,JACKSON,30233,2010,BUTTS,7707757524,BR,NO,11730,R_09,0,R_09,2010,00,00,00,-83.961734,33.29234,13,035,41596,24392,32,1502,3016,08,0
GA,GA0042,011,GA0042,J. JOEL EDWARDS PUBLIC LIBRARY,7077 HWY 19 SOUTH,ZEBULON,30295,M,PIKE,7705672014,BR,NO,8934,R_09,0,R_09,2010,00,00,07,-84.290829,33.187929,13,231,00000,17721,42,9804,2002,03,2
GA,GA0042,013,GA0042,MONROE COUNTY LIBRARY,62 WEST MAIN STREET,FORSYTH,31029,1736,MONROE,4789947025,BR,NO,10400,R_09,0,R_09,2010,00,00,00,-83.939454,33.03425,13,207,30732,25425,32,502,2067,08,0
GA,GA0042,014,GA0042,PEACHTREE CITY LIBRARY,201 WILLOWBEND ROAD,PEACHTREE CITY,30269,1623,FAYETTE,7706312520,BR,NC,34636,R_09,0,R_09,2010,00,00,00,-84.584745,33.39822,13,113,59724,106788,21,1403.030029,1003,03,0
GA,GA0042,015,GA0042,TYRONE PUBLIC LIBRARY,143 COMMERCE DRIVE,TYRONE,30290,2064,FAYETTE,7704871565,BR,NC,9009,R_09,0,R_09,2010,00,00,00,-84.596489,33.4754,13,113,78044,106788,21,1402.030029,2010,03,0
GA,GA0043,002,GA0043,LAKE BLACKSHEAR REGIONAL LIBRARY,307 EAST LAMAR STREET,AMERICUS,31709,3633,SUMTER,2299248091,CE,NO,24000,R_09,0,R_09,2010,00,00,00,-84.22895,32.07197,13,261,02116,32084,32,9506,1034,02,0
GA,GA0043,003,GA0043,CORDELE-CRISP CARNEGIE LIBRARY,115 EAST ELEVENTH AVENUE,CORDELE,31015,4232,CRISP,2292761300,BR,NO,15000,R_09,0,R_09,2010,00,00,00,-83.782317,31.9691,13,081,19616,22210,32,9803,3035,02,0
GA,GA0043,004,GA0043,SCHLEY COUNTY LIBRARY,54 SOUTH BROAD STREET,ELLAVILLE,31806,3457,SCHLEY,2299372004,BR,NO,3010,R_09,0,R_09,2010,00,00,07,-84.306057,32.249221,13,249,26980,4325,42,9601,2059,02,0
GA,GA0043,005,GA0043,ELIZABETH HARRIS LIBRARY,312 HARMON STREET,UNADILLA,31091,0930,DOOLY,4786279303,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-83.719859,32.21319,13,093,00000,11819,42,9701,3009,02,X
GA,GA0043,006,7292BOOKMOBILE,LAKE BLACKSHEAR REGIONAL LIBRARY BOOKMOBILE,307 EAST LAMAR STREET,AMERICUS,31709,3633,SUMTER,2299248091,BS,NO,-3,U_09,1,R_09,2010,00,00,00,-84.22895,32.071979,13,261,02116,32084,32,9506,1034,02,0
GA,GA0043,007,GA0043,DOOLY COUNTY LIBRARY,1200 EAST UNION STREET,VIENNA,31092,7545,DOOLY,2292684687,BR,NO,7500,R_09,0,R_09,2010,00,00,00,-83.772073,32.08681,13,093,79444,11819,41,9703,2021,02,0
GA,GA0043,008,GA0043,BYROMVILLE PUBLIC LIBRARY,452 MAIN STREET,BYROMVILLE,31007,2500,DOOLY,4784335100,BR,NO,650,R_09,0,R_09,2010,00,00,00,-83.907316,32.20198,13,093,12232,11819,42,9702,2084,02,0
GA,GA0044,003,GA0044,TERRELL COUNTY CENTRAL LIBRARY,"913 FORRESTER DRIVE, SE",DAWSON,39842,2106,TERRELL,2299952902,CE,NO,10500,R_09,0,R_09,2010,00,00,00,-84.437279,31.76144,13,273,21912,10320,41,9804,1047,02,0
GA,GA0044,004,GA0044,CALHOUN COUNTY BRANCH LIBRARY,19379 EAST HARTFORD STREET,EDISON,39846,9302,CALHOUN,2298352012,BR,NO,3640,R_09,0,R_09,2010,00,00,00,-84.728057,31.56135,13,037,26448,6306,43,9502,3003,02,4
GA,GA0044,005,GA0044,CLAY COUNTY BRANCH LIBRARY,208 SOUTH HANCOCK STREET,FORT GAINES,39851,9506,CLAY,2297682248,BR,NO,3000,R_09,0,R_09,2010,00,00,00,-85.049925,31.60499,13,061,30816,3113,43,9601,2041,02,0
GA,GA0044,009,GA0044,RANDOLPH COUNTY BRANCH LIBRARY,106 PEARL STREET,CUTHBERT,39840,1474,RANDOLPH,2297322566,BR,NO,5062,R_09,0,R_09,2010,00,00,07,-84.789174,31.771794,13,243,21072,7180,32,9902,1071,02,0
GA,GA0044,011,GA0044,WEBSTER COUNTY LIBRARY,572 WASHINGTON STREET,PRESTON,31824,0316,WEBSTER,2298285740,BR,NO,1200,R_09,0,R_09,2010,00,00,00,-84.511327,32.10734,13,307,00000,2192,43,9601,1066,02,X
GA,GA0045,003,7362PAVO,PAVO PUBLIC LIBRARY,3031 EAST HARRIS STREET,PAVO,31778,2107,THOMAS,2298592697,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-83.73972,30.95993,13,275,59556,46188,42,9604,1043,02,0
GA,GA0045,004,7362MEIGS,MEIGS PUBLIC LIBRARY,358 N. EAST RAILROAD STREET,MEIGS,31765,9998,THOMAS,2296833853,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-84.089729,31.07245,13,275,50680,46188,42,9601,1029,02,4
GA,GA0045,005,7362OCHLOCKNEE,GLADYS CLARK PUBLIC LIBRARY OCHLOCKNEE,1060 NE RAILROAD STREET,OCHLOCKNEE,31773,9998,THOMAS,2295745884,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-84.055883,30.9746,13,275,57372,46188,42,9602,2027,02,X
GA,GA0045,006,7362CENTRAL,THOMAS COUNTY PUBLIC LIBRARY SYSTEM,201 N. MADISON STREET,THOMASVILLE,31792,5414,THOMAS,2292255252,CE,NO,23000,R_09,0,R_09,2010,00,00,00,-83.981961,30.8379,13,275,76224,46188,32,9607,6038,02,0
GA,GA0045,007,7362BOSTON,BOSTON CARNEGIE LIBRARY,250 SOUTH MAIN ST,BOSTON,31626,3674,THOMAS,2294985101,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-83.790057,30.79121,13,275,09460,46188,42,9611,2035,02,0
GA,GA0045,008,7362COOLIDGE,COOLIDGE PUBLIC LIBRARY,1029 E. VERBENA AVENUE,COOLIDGE,31738,3237,THOMAS,2293463463,BR,NO,2000,R_09,0,R_09,2010,00,00,00,-83.868137,31.01453,13,275,19392,46188,42,9603,1058,02,2
